"Re = 5000"
0.0360844	0.0339375
0.0721688	0.03717
0.108253	0.0525748
0.144338	0.0679192
0.180422	0.0742592
0.216506	0.0758974
0.252591	0.0752523
0.288675	0.0736016
0.32476	0.0715953
0.360844	0.0695518
0.396928	0.0676195
0.433013	0.0658613
0.469097	0.0642972
0.505181	0.0629257
0.541266	0.0617363
0.57735	0.0607144
0.613435	0.0598444
0.649519	0.0591115
0.685603	0.0585015
0.721688	0.0580013
0.757772	0.0575994
0.793857	0.0572862
0.829941	0.0570531
0.866025	0.0568926
0.90211	0.0567977
0.938194	0.0567619
0.974279	0.0567786
