0.0360844	0.0354808
0.0721688	0.0396755
0.108253	0.0553023
0.144338	0.0750757
0.180422	0.08609
0.216506	0.092107
0.252591	0.0953189
0.288675	0.0969452
0.32476	0.0976437
0.360844	0.0977882
0.396928	0.0975979
0.433013	0.0972058
0.469097	0.0966951
0.505181	0.0961198
0.541266	0.0955154
0.57735	0.0949062
0.613435	0.0943098
0.649519	0.093739
0.685603	0.0932024
0.721688	0.0927064
0.757772	0.0922561
0.793857	0.0918561
0.829941	0.0915104
0.866025	0.0912228
0.90211	0.0909971
0.938194	0.0908364
0.974279	0.0907425
