0.0360844	0.0296251
0.0721688	0.0304147
0.108253	0.0438762
0.144338	0.0506575
0.180422	0.0506475
0.216506	0.0482669
0.252591	0.045391
0.288675	0.0426958
0.32476	0.0403644
0.360844	0.0384022
0.396928	0.0367623
0.433013	0.0353902
0.469097	0.0342372
0.505181	0.0332632
0.541266	0.0324359
0.57735	0.03173
0.613435	0.031125
0.649519	0.0306047
0.685603	0.0301557
0.721688	0.0297675
0.757772	0.029431
0.793857	0.029139
0.829941	0.0288853
0.866025	0.0286649
0.90211	0.0284733
0.938194	0.0283063
0.974279	0.0281605
