0.0360844	0.0255598
0.0721688	0.0553416
0.108253	0.0876076
0.144338	0.0982781
0.180422	0.0985379
0.216506	0.0946349
0.252591	0.0895636
0.288675	0.0845706
0.32476	0.080081
0.360844	0.0761777
0.396928	0.0728193
0.433013	0.0699311
0.469097	0.0674387
0.505181	0.0652775
0.541266	0.0633942
0.57735	0.0617448
0.613435	0.0602933
0.649519	0.059009
0.685603	0.0578661
0.721688	0.0568427
0.757772	0.0559202
0.793857	0.055083
0.829941	0.0543176
0.866025	0.0536132
0.90211	0.0529617
0.938194	0.0523574
0.974279	0.0517964
